#-----------------------------------------------------------------------------------------------;;x
#Provinces;x
#-----------------------------------------------------------------------------------------------;x
#;x
PROV_Bay_of_Ajan;Bay of Ajan;x
PROV_Bay_of_Alexandria;Bay of Alexandria;x
PROV_Bay_of_Anadyr;Bay of Anadyr;x
PROV_Bay_of_Belem;Bay of Belem;x
PROV_Bay_of_Bengale;Bay of Bengale;x
PROV_Bay_of_Biscay;Bay of Biscay;x
PROV_Bay_of_Costa_Rica;Bay of Costa Rica;x
PROV_Bay_of_Fundy;Bay of Fundy;x
PROV_Bay_of_Kamenskoie;Bay of Kamenskoie;x
PROV_Bay_of_Magadan;Bay of Magadan;x
PROV_Bay_of_Naples;Bay of Naples;x
PROV_Bay_of_Oljut;Bay of Oljut;x
PROV_Bay_of_Uka;Bay of Uka;x
PROV_Bayern;Bayern;x
PROV_Bayou;Bayou;x
PROV_Béarn;Béarn;x
PROV_Begho;Begho;x
PROV_Belarus;Belarus;x
PROV_Belgorod;Belgorod;x
PROV_Belize_Bay;Belize Bay;x
PROV_Belle_Isle;Belle Isle;x
PROV_Berezov;Berezov;x
PROV_Bergenshus;Bergenshus;x
PROV_Bergslagen;Bergslagen;x
PROV_Berhampur;Berhampur;x
PROV_Bering_Straits;Bering Straits;x
PROV_Bermuda;Bermuda;x
PROV_Bermuda_Triangle;Bermuda Triangle;x
PROV_Bern;Bern;x
PROV_Berri;Berri;x
PROV_Biak_Bay;Biak Bay;x
PROV_Bihar;Bihar;x
PROV_Bikaner;Bikaner;x
PROV_Biloxi;Biloxi;x
PROV_Birjand;Birjand;x
PROV_Birobidjan;Birobidjan;x
PROV_Bisharin;Bisharin;x
PROV_Bogda_Shan;Bogda Shan;x
PROV_Bogorodsk;Bogorodsk;x
PROV_Bogota;Bogota;x
PROV_Bogutjar;Bogutjar;x
PROV_Bohemia;Bohemia;x
PROV_Bombay;Bombay;x
PROV_Bosnia;Bosnia;x
PROV_Bourbon;Bourbon;x
PROV_Boureia;Boureia;x
PROV_Bourgogne;Bourgogne;x
PROV_Bouzatchi;Bouzatchi;x
PROV_Brabant;Brabant;x
PROV_Brandenburg;Brandenburg;x
PROV_Bratsk;Bratsk;x
PROV_Bremen;Bremen;x
PROV_Bretagne;Bretagne;x
PROV_Bristol;Bristol;x
PROV_Brunei;Brunei;x
PROV_Bujak;Bujak;x
PROV_Bukhara;Bukhara;x
PROV_Bulgaria;Bulgaria;x
PROV_Bundelkhand;Bundelkhand;x
PROV_Buré;Buré;x
PROV_Buriat;Buriat;x
PROV_Buru;Buru;x
PROV_Bushman;Bushman;x
PROV_Cabinda;Cabinda;x
PROV_Cajamarca;Cajamarca;x
PROV_Calais;Calais;x
PROV_Cali;Cali;x
PROV_Californian_Gulf;Californian Gulf;x
PROV_Cam_Rah_Bay;Cam Rah Bay;x
PROV_Cambodia;Cambodia;x
PROV_Campeche;Campeche;x
PROV_Canarian_Sea;Canarian Sea;x
PROV_Cangucu;Cangucu;x
PROV_Caniapiscau;Caniapiscau;x
PROV_Cantabria;Cantabria;x
PROV_Cantabrian_Sea;Cantabrian Sea;x
PROV_Canuma;Canuma;x
PROV_Canyon;Canyon;x
PROV_Cape_Bon;Cape Bon;x
PROV_Cape_Canaveral;Cape Canaveral;x
PROV_Cape_Farewell;Cape Farewell;x
PROV_Cape_Hatteras;Cape Hatteras;x
PROV_Cape_Horn;Cape Horn;x
PROV_Cape_Howe;Cape Howe;x
PROV_Cape_Leeuwin;Cape Leeuwin;x
PROV_Cape_of_Good_Hope;Cape of Good Hope;x
PROV_Cape_of_Kamchatska;Cape of Kamchatska;x
PROV_Cape_of_Storms;Cape of Storms;x
PROV_Cape_Verde;Cape Verde;x
PROV_Cape_Verde_Islands;Cape Verde Islands;x
PROV_Capricorn_Channel;Capricorn Channel;x
PROV_Caracas;Caracas;x
PROV_Caribbean_Sea;Caribbean Sea;x
PROV_Caribe;Caribe;x
PROV_Carolina;Carolina;x
PROV_Caroline_Islands;Caroline Islands;x
PROV_Carpathia;Carpathia;x
PROV_Cartagena;Cartagena;x
PROV_Casamance;Casamance;x
PROV_Castilla;Castilla;x
PROV_Catalonia;Catalonia;x
PROV_Cataract;Cataract;x
PROV_Catawba;Catawba;x
PROV_Catskill;Catskill;x
PROV_Caux;Caux;x
PROV_Central_Aleutian_Sea;Central Aleutian Sea;x
PROV_Central_Atlantic_Ocean;Central Atlantic Ocean;x
PROV_Central_Atlantic_Ocean;Central Atlantic Ocean;x
PROV_Central_Atlantic_Ocean;Central Atlantic Ocean;x
PROV_Central_Atlantic_Ocean;Central Atlantic Ocean;x
PROV_Central_Atlantic_Ocean;Central Atlantic Ocean;x
PROV_Central_Atlantic_Ocean;Central Atlantic Ocean;x
PROV_Central_Atlantic_Ocean;Central Atlantic Ocean;x
PROV_Central_Atlantic_Ocean;Central Atlantic Ocean;x
PROV_Central_Atlantic_Ocean;Central Atlantic Ocean;x
PROV_Central_Atlantic_Ocean;Central Atlantic Ocean;x
PROV_Central_Atlantic_Ocean;Central Atlantic Ocean;x
PROV_Central_Atlantic_Ocean;Central Atlantic Ocean;x
PROV_Central_Indian_Ocean;Central Indian Ocean;x
PROV_Central_Indian_Ocean;Central Indian Ocean;x
PROV_Central_Indian_Ocean;Central Indian Ocean;x
PROV_Central_Indian_Ocean;Central Indian Ocean;x
PROV_Central_Indian_Ocean;Central Indian Ocean;x
PROV_Central_Indian_Ocean;Central Indian Ocean;x
PROV_Central_Indian_Ocean;Central Indian Ocean;x
PROV_Central_Indian_Ocean;Central Indian Ocean;x
PROV_Central_Indian_Ocean;Central Indian Ocean;x
PROV_Central_Indian_Ocean;Central Indian Ocean;x
PROV_Central_Indian_Ocean;Central Indian Ocean;x
PROV_Central_Pacific_Ocean;Central Pacific Ocean;x
PROV_Central_Pacific_Ocean;Central Pacific Ocean;x
PROV_Central_Pacific_Ocean;Central Pacific Ocean;x
PROV_Central_Pacific_Ocean;Central Pacific Ocean;x
PROV_Central_Pacific_Ocean;Central Pacific Ocean;x
PROV_Central_Pacific_Ocean;Central Pacific Ocean;x
PROV_Central_Pacific_Ocean;Central Pacific Ocean;x
PROV_Ceram;Ceram;x
PROV_Cévennes;Cévennes;x
PROV_Ceylon_Sea;Ceylon Sea;x
PROV_Chagatai;Chagatai;x
PROV_Champagne;Champagne;x
PROV_Chandigarh;Chandigarh;x
PROV_Charles_River;Charles River;x
PROV_Chatga;Chatga;x
PROV_Chelekov;Chelekov;x
PROV_Chernigov;Chernigov;x
PROV_Chesapeake;Chesapeake;x
PROV_Chesapeake_Bay;Chesapeake Bay;x
PROV_Chibuene;Chibuene;x
PROV_Chihuahua;Chihuahua;x
PROV_Chilka;Chilka;x
PROV_Chimo;Chimo;x
PROV_Chin;Chin;x
PROV_Chisasibi;Chisasibi;x
PROV_Christmas_Island;Christmas Island;x
PROV_Chubut;Chubut;x
PROV_Ciskei;Ciskei;x
PROV_Coahuilha;Coahuilha;x
PROV_Coast_of_Ajeh;Coast of Ajeh;x
PROV_Coast_of_Angola;Coast of Angola;x
PROV_Coast_of_Annam;Coast of Annam;x
PROV_Coast_of_Brazil;Coast of Brazil;x
PROV_Coast_of_Brittany;Coast of Brittany;x
PROV_Coast_of_Brunei;Coast of Brunei;x
PROV_Coast_of_California;Coast of California;x
PROV_Coast_of_Cameroon;Coast of Cameroon;x
PROV_Coast_of_Carolina;Coast of Carolina;x
PROV_Coast_of_Chile;Coast of Chile;x
PROV_Coast_of_Ciskei;Coast of Ciskei;x
PROV_Coast_of_Columbia;Coast of Columbia;x
PROV_Coast_of_Coromandel;Coast of Coromandel;x
PROV_Coast_of_Ecuador;Coast of Ecuador;x
PROV_Coast_of_Gambia;Coast of Gambia;x
PROV_Coast_of_Greenland;Coast of Greenland;x
PROV_Coast_of_Gujarat;Coast of Gujarat;x
PROV_Coast_of_Holland;Coast of Holland;x
PROV_Coast_of_Iceland;Coast of Iceland;x
PROV_Coast_of_Java;Coast of Java;x
PROV_Coast_of_Kamchatska;Coast of Kamchatska;x
PROV_Coast_of_Luzon;Coast of Luzon;x
PROV_Coast_of_Malabar;Coast of Malabar;x
PROV_Coast_of_Mascate;Coast of Mascate;x
PROV_Coast_of_Morocco;Coast of Morocco;x
PROV_Coast_of_Namibia;Coast of Namibia;x
PROV_Coast_of_Natal;Coast of Natal;x
PROV_Coast_of_New_Holland;Coast of New Holland;x
PROV_Coast_of_New_Zealand;Coast of New Zealand;x
PROV_Coast_of_Oregon;Coast of Oregon;x
PROV_Coast_of_Orissa;Coast of Orissa;x
PROV_Coast_of_Palestine;Coast of Palestine;x
PROV_Coast_of_Patagonia;Coast of Patagonia;x
PROV_Coast_of_Pepper;Coast of Pepper;x
PROV_Coast_of_Pernambuc;Coast of Pernambuc;x
PROV_Coast_of_Peru;Coast of Peru;x
PROV_Coast_of_Recife;Coast of Recife;x
PROV_Coast_of_Rhodes;Coast of Rhodes;x
PROV_Coast_of_Sakhalin;Coast of Sakhalin;x
PROV_Coast_of_Sarawak;Coast of Sarawak;x
PROV_Coast_of_Sumatra;Coast of Sumatra;x
PROV_Coast_of_Surabaja;Coast of Surabaja;x
PROV_Coast_of_Tamatave;Coast of Tamatave;x
PROV_Coast_of_Transkei;Coast of Transkei;x
PROV_Coast_of_Trincomalee;Coast of Trincomalee;x
PROV_Cochin;Cochin;x
PROV_Colombo;Colombo;x
PROV_Colorado;Colorado;x
PROV_Colorado_River;Colorado River;x
PROV_Columbia;Columbia;x
PROV_Columbia_River;Columbia River;x
PROV_Comorin_Cape;Comorin Cape;x
PROV_Concho;Concho;x
PROV_Congo;Congo;x
PROV_Congo_River;Congo River;x
PROV_Connaught;Connaught;x
PROV_Connecticut;Connecticut;x
PROV_Connecticut_River;Connecticut River;x
PROV_Cook_Strait;Cook Strait;x
PROV_Copetonas;Copetonas;x
PROV_Coquimbo;Coquimbo;x
PROV_Coral_Sea;Coral Sea;x
PROV_Corfu;Corfu;x
PROV_Cornwall;Cornwall;x
PROV_Corrientes;Corrientes;x
PROV_Corsica;Corsica;x
PROV_Costa_Rica;Costa Rica;x
PROV_Côte_d'Argent;Côte d'Argent;x
PROV_Côte_d'Azur;Côte d'Azur;x
PROV_Cretan_Sea;Cretan Sea;x
PROV_Crete;Crete;x
PROV_Crimea;Crimea;x
PROV_Croatia;Croatia;x
PROV_Cupica;Cupica;x
PROV_Curacao;Curacao;x
PROV_Curango;Curango;x
PROV_Curitiba;Curitiba;x
PROV_Cuyuni;Cuyuni;x
PROV_Cuzco;Cuzco;x
PROV_Cyprus;Cyprus;x
PROV_Cyrenaica;Cyrenaica;x
PROV_Da_Lat;Da Lat;x
PROV_Da_Nang;Da Nang;x
PROV_Daghestan;Daghestan;x
PROV_Dakar;Dakar;x
PROV_Dalmatia;Dalmatia;x
PROV_Damara;Damara;x
PROV_Damman;Damman;x
PROV_Dangla;Dangla;x
PROV_Danube_River;Danube River;x
PROV_Danzig;Danzig;x
PROV_Dauphiné;Dauphiné;x
PROV_Dead_Sea;Dead Sea;x
PROV_Delaware;Delaware;x
PROV_Delhi;Delhi;x
PROV_Delta;Delta;x
PROV_Demianka;Demianka;x
PROV_Demjanskoje;Demjanskoje;x
PROV_Detroit;Detroit;x
PROV_Diamentina;Diamentina;x
PROV_Diego_Garcia_Island;Diego Garcia Island;x
PROV_Diego_Suarez_Bay;Diego Suarez Bay;x
PROV_Djagdi;Djagdi;x
PROV_Djugdjur;Djugdjur;x
PROV_Dniepr_River;Dniepr River;x
PROV_Dniester_River;Dniester River;x
PROV_Dobrudja;Dobrudja;x
PROV_Dofhar;Dofhar;x
PROV_Dogger_Bank;Dogger Bank;x
PROV_Dominica;Dominica;x
PROV_Donegal_Bay;Donegal Bay;x
PROV_Donets_River;Donets River;x
PROV_Donetsk;Donetsk;x
PROV_Douala;Douala;x
PROV_Dsungaria;Dsungaria;x
PROV_Duluth;Duluth;x
PROV_Dvina_River;Dvina River;x
PROV_Easter_Island;Easter Island;x
PROV_Eastern_Arabian_Sea;Eastern Arabian Sea;x
PROV_Eastern_Australia;Eastern Australia;x
PROV_Eastern_Black_Sea;Eastern Black Sea;x
PROV_Eastern_China_Sea;Eastern China Sea;x
PROV_Eastern_Mediterranean;Eastern Mediterranean;x
PROV_Ebro_River;Ebro River;x
PROV_Egypt;Egypt;x
PROV_Eiriksfjord;Eiriksfjord;x
PROV_Ekimcan;Ekimcan;x
PROV_El_Paso;El Paso;x
PROV_Elbe_River;Elbe River;x
PROV_Elbruz;Elbruz;x
PROV_Emba;Emba;x
PROV_Emilia;Emilia;x
PROV_Empalme;Empalme;x
PROV_Enkan;Enkan;x
PROV_Ensenada;Ensenada;x
PROV_Erie;Erie;x
PROV_Erz;Erz;x
PROV_Eskimalt;Eskimalt;x
PROV_Estland;Estland;x
PROV_Estramadura;Estramadura;x
PROV_Everglades;Everglades;x
PROV_Ezochi;Ezochi;x
PROV_Falkland_Islands;Falkland Islands;x
PROV_Fars;Fars;x
PROV_Fernando_Po;Fernando Po;x
PROV_Fez;Fez;x
PROV_Fiji_Islands;Fiji Islands;x
PROV_Finisterre;Finisterre;x
PROV_Finland;Finland;x
PROV_Finnmark;Finnmark;x
PROV_Firenze;Firenze;x
PROV_Firth_of_Forth;Firth of Forth;x
PROV_Flandern;Flandern;x
PROV_Flores;Flores;x
PROV_Florida_Straits;Florida Straits;x
PROV_Fox;Fox;x
PROV_Franche-Comté;Franche-Comté;x
PROV_Fraser_River;Fraser River;x
PROV_Friesen;Friesen;x
PROV_Fujian;Fujian;x
PROV_Galana;Galana;x
PROV_Galicia;Galicia;x
PROV_Galizien;Galizien;x
PROV_Gambia;Gambia;x
PROV_Gander;Gander;x
PROV_Gangdise;Gangdise;x
PROV_Ganges;Ganges;x
PROV_Ganges_Delta;Ganges Delta;x
PROV_Ganges_River;Ganges River;x
PROV_Gao;Gao;x
PROV_Garonne_River;Garonne River;x
PROV_Gascogne;Gascogne;x
PROV_Gaspésie;Gaspésie;x
PROV_Gästrikland;Gästrikland;x
PROV_Geldre;Geldre;x
PROV_German_Bight;German Bight;x
PROV_Gerona;Gerona;x
PROV_Gibraltar;Gibraltar;x
PROV_Gilbert_Sea;Gilbert Sea;x
PROV_Goa;Goa;x
PROV_Goias;Goias;x
PROV_Gold_Coast;Gold Coast;x
PROV_Gonder;Gonder;x
PROV_Gondwana;Gondwana;x
PROV_Gorée_Island;Gorée Island;x
PROV_Gotland;Gotland;x
PROV_Granada;Granada;x
PROV_Great_Australian_Bight;Great Australian Bight;x
PROV_Great_Barrier_Reef;Great Barrier Reef;x
PROV_Great_Fish_River;Great Fish River;x
PROV_Great_Rapid_River;Great Rapid River;x
PROV_Greater_Antillas;Greater Antillas;x
PROV_Greenland_Sea;Greenland Sea;x
PROV_Guadeloupe;Guadeloupe;x
PROV_Guangdong;Guangdong;x
PROV_Guangxi;Guangxi;x
PROV_Guangzhou;Guangzhou;x
PROV_Guantanamo;Guantanamo;x
PROV_Guatemala;Guatemala;x
PROV_Guayaquil;Guayaquil;x
PROV_Guinea;Guinea;x
PROV_Guizhou;Guizhou;x
PROV_Gujarat;Gujarat;x
PROV_Gulf_of_Alaska;Gulf of Alaska;x
PROV_Gulf_of_Almeria;Gulf of Almeria;x
PROV_Gulf_of_Bengal;Gulf of Bengal;x
PROV_Gulf_of_Bothnia;Gulf of Bothnia;x
PROV_Gulf_of_Cadiz;Gulf of Cadiz;x
PROV_Gulf_of_Cagliari;Gulf of Cagliari;x
PROV_Gulf_of_Carpentaria;Gulf of Carpentaria;x
PROV_Gulf_of_Congo;Gulf of Congo;x
PROV_Gulf_of_Cyprus;Gulf of Cyprus;x
PROV_Gulf_of_Darien;Gulf of Darien;x
PROV_Gulf_of_Finland;Gulf of Finland;x
PROV_Gulf_of_Guayaquil;Gulf of Guayaquil;x
PROV_Gulf_of_Guinea;Gulf of Guinea;x
PROV_Gulf_of_Indus;Gulf of Indus;x
PROV_Gulf_of_kolyma;Gulf of kolyma;x
PROV_Gulf_of_Leyte;Gulf of Leyte;x
PROV_Gulf_of_Lion;Gulf of Lion;x
PROV_Gulf_of_Mallorca;Gulf of Mallorca;x
PROV_Gulf_of_Mexico;Gulf of Mexico;x
PROV_Gulf_of_Nigeria;Gulf of Nigeria;x
PROV_Gulf_of_Odessa;Gulf of Odessa;x
PROV_Gulf_of_Panama;Gulf of Panama;x
PROV_Gulf_of_Riga;Gulf of Riga;x
PROV_Gulf_of_Saint_Lawrence;Gulf of Saint Lawrence;x
PROV_Gulf_of_Siam;Gulf of Siam;x
PROV_Gulf_of_Sirte;Gulf of Sirte;x
PROV_Gulf_of_Suez;Gulf of Suez;x
PROV_Gulf_of_Taranto;Gulf of Taranto;x
PROV_Gulf_of_the_Amazon;Gulf of the Amazon;x
PROV_Gulf_of_Tobruk;Gulf of Tobruk;x
PROV_Gulf_of_Tonkin;Gulf of Tonkin;x
PROV_Gulf_of_Turku;Gulf of Turku;x
PROV_Gulf_of_Valencia;Gulf of Valencia;x
PROV_Gulf_of_Varna;Gulf of Varna;x
PROV_Gulf_of_Venice;Gulf of Venice;x
PROV_Gulf_of_Zambeze;Gulf of Zambeze;x
PROV_Gulf_Stream;Gulf Stream;x
PROV_Gulf_Stream;Gulf Stream;x
PROV_Guyana;Guyana;x
PROV_Guyana_Coast;Guyana Coast;x
PROV_Guyenne;Guyenne;x
PROV_Hadramut;Hadramut;x
PROV_Hainan;Hainan;x
PROV_Hamadan;Hamadan;x
PROV_Hannover;Hannover;x
PROV_Hanoi;Hanoi;x
PROV_Harerge;Harerge;x
PROV_Havana;Havana;x
PROV_Hawaian_Sea;Hawaian Sea;x
PROV_Hebei;Hebei;x
PROV_Hebrides;Hebrides;x
PROV_Heilongjiang;Heilongjiang;x
PROV_Hellas;Hellas;x
PROV_Henan;Henan;x
PROV_Hepei;Hepei;x
PROV_Herat;Herat;x
PROV_Hessen;Hessen;x
PROV_Hindua;Hindua;x
PROV_Hinterpommern;Hinterpommern;x
PROV_Hjälmaren;Hjälmaren;x
PROV_Hochelaga;Hochelaga;x
PROV_Hohhot;Hohhot;x
PROV_Holland;Holland;x
PROV_Holstein;Holstein;x
PROV_Honduras;Honduras;x
PROV_Hormouz;Hormouz;x
PROV_Horn_of_Africa;Horn of Africa;x
PROV_Houang_Ho_River;Houang Ho River;x
PROV_Howrah;Howrah;x
PROV_Huanuco;Huanuco;x
PROV_Hubei;Hubei;x
PROV_Hudson_Bay;Hudson Bay;x
PROV_Hudson_River;Hudson River;x
PROV_Hudson_Straits;Hudson Straits;x
PROV_Hunan;Hunan;x
PROV_Huron;Huron;x
PROV_Hyderabad;Hyderabad;x
PROV_Iceland;Iceland;x
PROV_Icelandic_Sea;Icelandic Sea;x
PROV_Ichim;Ichim;x
PROV_Ienissei_River;Ienissei River;x
PROV_Igrim;Igrim;x
PROV_Iguatu;Iguatu;x
PROV_Ile_de_France;Ile de France;x
PROV_Illinois;Illinois;x
PROV_Illinois_River;Illinois River;x
PROV_Indian_Equatorial_Current;Indian Equatorial Current;x
PROV_Indian_Equatorial_Current;Indian Equatorial Current;x
PROV_Indian_Equatorial_Current;Indian Equatorial Current;x
PROV_Indian_Equatorial_Current;Indian Equatorial Current;x
PROV_Indian_Equatorial_Current;Indian Equatorial Current;x
PROV_Indian_Equatorial_Current;Indian Equatorial Current;x
PROV_Indian_Equatorial_Current;Indian Equatorial Current;x
PROV_Indian_Equatorial_Current;Indian Equatorial Current;x
PROV_Indian_Equatorial_Current;Indian Equatorial Current;x
PROV_Indus;Indus;x
PROV_Indus_River;Indus River;x
PROV_Ingermanland;Ingermanland;x
PROV_Inhambane;Inhambane;x
PROV_Inyo;Inyo;x
PROV_Ionia;Ionia;x
PROV_Ionian_Sea;Ionian Sea;x
PROV_Iowa;Iowa;x
PROV_Iraq;Iraq;x
PROV_Irgiz;Irgiz;x
PROV_Irish_Sea;Irish Sea;x
PROV_Irkutsk;Irkutsk;x
PROV_Irondekoit;Irondekoit;x
PROV_Irrawady;Irrawady;x
PROV_Irrawady_delta;Irrawady delta;x
PROV_Irtych;Irtych;x
PROV_Irtych_River;Irtych River;x
PROV_Isfahan;Isfahan;x
PROV_Isle_Royale;Isle Royale;x
PROV_Issas;Issas;x
PROV_Isthmus;Isthmus;x
PROV_Istria;Istria;x
PROV_Itaimas;Itaimas;x
PROV_Iveria;Iveria;x
PROV_Ivoria;Ivoria;x
PROV_Ivory_Coast;Ivory Coast;x
PROV_Iwo_Jima_Sea;Iwo Jima Sea;x
PROV_Jaffna;Jaffna;x
PROV_Jakarta;Jakarta;x
PROV_Jalisco;Jalisco;x
PROV_Jalutorovsk;Jalutorovsk;x
PROV_Jamaica;Jamaica;x
PROV_Jamaican_Sea;Jamaican Sea;x
PROV_Jambi;Jambi;x
PROV_James_River;James River;x
PROV_Jämtland;Jämtland;x
PROV_Jan_Mayen_Sea;Jan Mayen Sea;x
PROV_Japura;Japura;x
PROV_Java_Sea;Java Sea;x
PROV_Jedisan;Jedisan;x
PROV_Jehol;Jehol;x
PROV_Jenné;Jenné;x
PROV_Jiangsu;Jiangsu;x
PROV_Jilin;Jilin;x
PROV_Jinan;Jinan;x
PROV_Johor;Johor;x
PROV_Jordan;Jordan;x
PROV_Jordan_River;Jordan River;x
PROV_Juan_Fernandez_Islands;Juan Fernandez Islands;x
PROV_Judea;Judea;x
PROV_Jujuy;Jujuy;x
PROV_Jylland;Jylland;x
PROV_Kabul;Kabul;x
PROV_Kabylia;Kabylia;x
PROV_Kachin;Kachin;x
PROV_Kaffa;Kaffa;x
PROV_Kahajan_River;Kahajan River;x
PROV_Kalakan;Kalakan;x
PROV_Kalar;Kalar;x
PROV_Kalat;Kalat;x
PROV_Kalepam;Kalepam;x
PROV_Kalimantan;Kalimantan;x
PROV_Kalmar_Strait;Kalmar Strait;x
PROV_Kalmuk;Kalmuk;x
PROV_Kamcatka;Kamcatka;x
PROV_Kamenkoie;Kamenkoie;x
PROV_Kangaroo_Island;Kangaroo Island;x
PROV_Kano;Kano;x
PROV_Kansai;Kansai;x
PROV_Kanto;Kanto;x
PROV_Kara_Kum;Kara Kum;x
PROV_Karabogaz;Karabogaz;x
PROV_Karaganda;Karaganda;x
PROV_Karelia;Karelia;x
PROV_Karimata_Strait;Karimata Strait;x
PROV_Karroo;Karroo;x
PROV_Karsak;Karsak;x
PROV_Kastamonu;Kastamonu;x
PROV_Kauai;Kauai;x
PROV_Kazan;Kazan;x
PROV_Kefa;Kefa;x
PROV_Kenebec_River;Kenebec River;x
