#-----------------------------------------------------------------------------------------------;;x
#Events;x
#-----------------------------------------------------------------------------------------------;x
#;x
###################################
#### COMMON SHORT ACTION NAMES ####
###################################
#;x
EVENTHIST366003;Having managed to turn Germany into an effective monarchy, the Wittelsbach electors of the Palatinate enjoy great support in Germany, and although the crown of Germany is still electoral, nobody will presumably stand a chance against them in future elections. The crown is thus likely to remain within this dynasty for many years. Naturally, the military leaders loyal to them will serve a Germany under their rule.;x
#;x
EVENTNAME366004;Wettin dynasty;x
EVENTHIST366004;Having managed to turn Germany into an effective monarchy, the Wettin electors of Saxony enjoy great support in Germany, and although the crown of Germany is still electoral, nobody will presumably stand a chance against them in future elections. The crown is thus likely to remain within this dynasty for many years. Naturally, the military leaders loyal to them will serve a Germany under their rule.;x
#;x
EVENTNAME366005;Wettin dynasty;x
EVENTHIST366005;Having managed to turn Germany into an effective monarchy, the Wettin margraves of Meissen enjoy great support in Germany, and although the crown of Germany is still electoral, nobody will presumably stand a chance against them in future elections. The crown is thus likely to remain within this dynasty for many years. Naturally, the military leaders loyal to them will serve a Germany under their rule.;x
#;x
EVENTNAME366006;Hesse dynasty;x
EVENTHIST366006;Having managed to turn Germany into an effective monarchy, the landgraves of Hesse enjoy great support in Germany, and although the crown of Germany is still electoral, nobody will presumably stand a chance against them in future elections. The crown is thus likely to remain within this dynasty for many years. Naturally, the military leaders loyal to them will serve a Germany under their rule.;x
#;x
EVENTNAME366007;Wirtemberg dynasty;x
EVENTHIST366007;Having managed to turn Germany into an effective monarchy, the dukes of Wirtemberg enjoy great support in Germany, and although the crown of Germany is still electoral, nobody will presumably stand a chance against them in future elections. The crown is thus likely to remain within this dynasty for many years. Naturally, the military leaders loyal to them will serve a Germany under their rule.;x
#;x
EVENTNAME366008;Mecklenburg dynasty;x
EVENTHIST366008;Having managed to turn Germany into an effective monarchy, the dukes of Mecklenburg enjoy great support in Germany, and although the crown of Germany is still electoral, nobody will presumably stand a chance against them in future elections. The crown is thus likely to remain within this dynasty for many years. Naturally, the military leaders loyal to them will serve a Germany under their rule.;x
#;x
EVENTNAME366009;Welf dynasty;x
EVENTHIST366009;Having managed to turn Germany into an effective monarchy, the Welfs enjoy great support in Germany, and although the crown of Germany is still electoral, nobody will presumably stand a chance against them in future elections. The crown is thus likely to remain within this dynasty for many years. Naturally, the military leaders loyal to them will serve a Germany under their rule.;x
#;x
EVENTNAME366010;Gottorp dynasty;x
EVENTHIST366010;Having managed to turn Germany into an effective monarchy, the Gottorp dukes of Schleswig and Holstein enjoy great support in Germany, and although the crown of Germany is still electoral, nobody will presumably stand a chance against them in future elections. The crown is thus likely to remain within this dynasty for many years. Naturally, the military leaders loyal to them will serve a Germany under their rule.;x
#;x
EVENTNAME366011;Greifen dynasty;x
EVENTHIST366011;Having managed to turn Germany into an effective monarchy, the Greifen dukes of Pomerania enjoy great support in Germany, and although the crown of Germany is still electoral, nobody will presumably stand a chance against them in future elections. The crown is thus likely to remain within this dynasty for many years. Naturally, the military leaders loyal to them will serve a Germany under their rule.;x
#;x
EVENTNAME366012;Oldenburg dynasty;x
EVENTHIST366012;Having managed to turn Germany into an effective monarchy, the counts of Oldenburg enjoy great support in Germany, and although the crown of Germany is still electoral, nobody will presumably stand a chance against them in future elections. The crown is thus likely to remain within this dynasty for many years. Naturally, the military leaders loyal to them will serve a Germany under their rule.;x
#;x
EVENTNAME366013;Kleve dynasty;x
EVENTHIST366013;Having managed to turn Germany into an effective monarchy, the dukes of Kleve enjoy great support in Germany, and although the crown of Germany is still electoral, nobody will presumably stand a chance against them in future elections. The crown is thus likely to remain within this dynasty for many years. Naturally, the military leaders loyal to them will serve a Germany under their rule.;x
#;x
EVENTNAME366014;Jülich-Berg dynasty;x
EVENTHIST366014;Having managed to turn Germany into an effective monarchy, the dukes of Jülich and Berg enjoy great support in Germany, and although the crown of Germany is still electoral, nobody will presumably stand a chance against them in future elections. The crown is thus likely to remain within this dynasty for many years. Naturally, the military leaders loyal to them will serve a Germany under their rule.;x
#;x
EVENTNAME366015;Lothringen dynasty;x
EVENTHIST366015;Having managed to turn Germany into an effective monarchy, the dukes of Lorraine enjoy great support in Germany, and although the crown of Germany is still electoral, nobody will presumably stand a chance against them in future elections. The crown is thus likely to remain within this dynasty for many years. Naturally, the military leaders loyal to them will serve a Germany under their rule.;x
#;x
EVENTNAME366021;Bavaria accepts the reforms;x
EVENTHIST366021;The Wittelsbach Duke of Bavaria has decided to accept the new institutions and laws and will hence be a loyal part of the reformed Holy Roman Empire and Kingdom of Germany.;x
ACTIONNAME366021A;Thanks to our loyal vassal;x
#;x
EVENTNAME366022;Hesse accepts the reforms;x
EVENTHIST366022;The Landgrave of Hesse has decided to accept the new institutions and laws and will hence be a loyal part of the reformed Holy Roman Empire and Kingdom of Germany.;x
ACTIONNAME366022A;Thanks to our loyal vassal;x
#;x
EVENTNAME366023;Wirtemberg accepts the reforms;x
EVENTHIST366023;The Duke of Wirtemberg has decided to accept the new institutions and laws and will hence be a loyal part of the reformed Holy Roman Empire and Kingdom of Germany.;x
ACTIONNAME366023A;Thanks to our loyal vassal;x
#;x
EVENTNAME366024;Mecklenburg accepts the reforms;x
EVENTHIST366024;The Duke of Mecklenburg has decided to accept the new institutions and laws and will hence be a loyal part of the reformed Holy Roman Empire and Kingdom of Germany.;x
ACTIONNAME366024A;Thanks to our loyal vassal;x
#;x
EVENTNAME366025;Welfs accept the reforms;x
EVENTHIST366025;The Welf Dukes of Brunswick, Lüneburg and Calenberg have decided to accept the new institutions and laws and will hence be a loyal part of the reformed Holy Roman Empire and Kingdom of Germany.;x
ACTIONNAME366025A;Thanks to our loyal vassals;x
#;x
EVENTNAME366026;Holstein accepts the reforms;x
EVENTHIST366026;The Duke of Holstein has decided to accept the new institutions and laws and will hence be a loyal part of the reformed Holy Roman Empire and Kingdom of Germany.;x
ACTIONNAME366026A;Thanks to our loyal vassal;x
#;x
EVENTNAME366027;Oldenburg accepts the reforms;x
EVENTHIST366027;The Count of Oldenburg has decided to accept the new institutions and laws and will hence be a loyal part of the reformed Holy Roman Empire and Kingdom of Germany.;x
ACTIONNAME366027A;Thanks to our loyal vassal;x
#;x
EVENTNAME366028;Cleves accepts the reforms;x
EVENTHIST366028;The Duke of Cleves has decided to accept the new institutions and laws and will hence be a loyal part of the reformed Holy Roman Empire and Kingdom of Germany.;x
ACTIONNAME366028A;Thanks to our loyal vassal;x
#;x
EVENTNAME366029;Berg accepts the reforms;x
EVENTHIST366029;The Duke of Berg has decided to accept the new institutions and laws and will hence be a loyal part of the reformed Holy Roman Empire and Kingdom of Germany.;x
ACTIONNAME366029A;Thanks to our loyal vassal;x
#;x
EVENTNAME366030;Lorraine accepts the reforms;x
EVENTHIST366030;The Duke of Lorraine has decided to accept the new institutions and laws and will hence be a loyal part of the reformed Holy Roman Empire and Kingdom of Germany.;x
ACTIONNAME366030A;Thanks to our loyal vassal;x
#;x
EVENTNAME366031;Bremen accepts the reforms;x
EVENTHIST366031;The Archbishop of Bremen has decided to accept the new institutions and laws and will hence be a loyal part of the reformed Holy Roman Empire and Kingdom of Germany.;x
ACTIONNAME366031A;Thanks to our loyal vassal;x
#;x
EVENTNAME366032;Strasburg accepts the reforms;x
EVENTHIST366032;The Bishop of Strasburg has decided to accept the new institutions and laws and will hence be a loyal part of the reformed Holy Roman Empire and Kingdom of Germany.;x
ACTIONNAME366032A;Thanks to our loyal vassal;x
#;x
EVENTNAME366033;Baden accepts the reforms;x
EVENTHIST366033;The Margrave of Baden has decided to accept the new institutions and laws and will hence be a loyal part of the reformed Holy Roman Empire and Kingdom of Germany.;x
ACTIONNAME366033A;Thanks to our loyal vassal;x
#;x
EVENTNAME366034;Savoy accepts the reforms;x
EVENTHIST366034;The Duke of Savoy has decided to accept the new institutions and laws and will hence be a loyal part of the reformed Holy Roman Empire and Kingdom of Germany.;x
ACTIONNAME366034A;Thanks to our loyal vassal;x
#;x
EVENTNAME366100;Creation of the Electoral Rhenish circle;x
EVENTHIST366100;Through astute negotiations and a bit of force, we have managed to convince all four Rhenish electors - the Count Palatine and the archbishops of Mainz, Trier and Cologne - to give up their special privileges granted in the Golden Bull, the regalia, which allows us to create an Electoral Rhenish Imperial Circle covering their territory and to implement reforms establishing Imperial authority there as has been done in most of Germany. Within this circle, the four electors would still retain significant privileges. Therefore it might also be worth contemplation to ignore Imperial law in this case and make the Electoral Rhenish territories direct Imperial possessions. Such an act might however provoke resistance.;x
ACTIONNAME366100A;Create an Electoral Rhenish circle;x
ACTIONNAME366100B;No, we'll make these lands direct Imperial possessions!;x
#;x
EVENTNAME366101;Creation of the Upper Saxon circle;x
EVENTHIST366101;Through astute negotiations and a bit of force, we have managed to convince the electors of Brandenburg and Saxony to give up their special privileges granted in the Golden Bull, the regalia, which allows us to create an Upper Saxon Imperial Circle covering the territory of the electors and the lands considered to be under their feudal suzerainty and to implement reforms establishing Imperial authority there as has been done in most of Germany. Within this circle, the two electors will still retain some privileges, which is however a price that we have to pay for being able to integrate such a large area.;x
ACTIONNAME366101A;Create an Upper Saxon circle;x
#;x
EVENTNAME366102;Meissen joins the Upper Saxon circle;x
EVENTHIST366102;The Wettin Margrave of Meissen has decided to accept being included in the new Upper Saxon circle and will hence be a loyal part of the reformed Holy Roman Empire and Kingdom of Germany.;x
ACTIONNAME366102A;Good vassals;x
#;x
EVENTNAME366103;Pomerania joins the Upper Saxon circle;x
EVENTHIST366103;The Duke of Pomerania has decided to accept being included in the new Upper Saxon circle and will hence be a loyal part of the reformed Holy Roman Empire and Kingdom of Germany.;x
ACTIONNAME366103A;Good vassals;x
#;x
EVENTNAME366104;Pomerania-Stettin joins the Upper Saxon circle;x
EVENTHIST366104;The Duke of Pomerania-Stettin has decided to accept being included in the new Upper Saxon circle and will hence be a loyal part of the reformed Holy Roman Empire and Kingdom of Germany.;x
ACTIONNAME366104A;Good vassals;x
#;x
EVENTNAME366105;Creation of the Austrian circle;x
EVENTHIST366105;Through astute negotiations and a bit of force, we have managed to convince the Austrian Habsburg Archdukes to give up their special privileges granted in the Privilegum Maius, the regalia, which allows us to create an Austrian Imperial Circle covering their territory and to implement reforms establishing Imperial authority there as has been done in most of Germany. Within this circle, the Habsburg Archdukes would still retain significant privileges. Therefore it might also be worth contemplation to ignore Imperial law in this case and make the Austrian territories direct Imperial possessions. Such an act might however provoke resistance.;x
ACTIONNAME366105A;Create an Austrian circle;x
ACTIONNAME366105B;No, we'll make these lands direct Imperial possessions!;x
#;x
EVENTHIST366300;After the humiliating defeat against Napoléon's armies and the harsh terms that followed in the peace, the need for drastic measures for the Empire to regain its former military and economical strength was obvious. A wide range of reforms implemented led to the abolishment of serfdom, privileges being revoked and an efficient decentralized government as well as compulsory military service. However this was not a sure thing as different segments of society wanted different types of reforms. It could have been quite differently.;x
#;x
EVENTHIST366303;Wenzel-Anton, Earl and then Prince of Rittberg-Kaunitz (1711-1794) is a noble from Bohemia. Impregnated of the culture of the Englightenment, a devoted civil servant, he always had the full confidence and support from the Emperor. After a diplomatic career, he became Imperial Chancellor in 1753, till 1792.;x
#;x
EVENTHIST366304;Joseph II, 1741-90, Holy Roman Emperor (1765-90). After his fathers death 1765, Joseph acted as emperor and co-regent with his mother but had little real influence. Resenting this fact, he takes to traveling until his mothers death in 1780. He then begins reformations largely based on his own philosophy and principles, rather than those originating in the Enlightenment. These reforms consisted of nothing less than the abolition of hereditary and ecclesiastic privileges as well as the creation of a civil service based on merit and loyalty rather than birth.;x
#;x
EVENTHIST366305;Metternich began his state career in 1797 as representative of the Westphalian College of counts at the Congress of Rastatt, but in less than a decade, he had managed to become ambassador of the Empire in France. His career primed in 1809 when he was assigned the post as minister of Imperial foreign affairs. Until 1813 Metternich will pursue a policy of acquiescence to French supremacy. A policy which ends with the creation of the Quadruple Alliance, the war against France, and the allied victory the very same year. The following 35 years have been called the Age of Metternich for during this time he was the chief arbiter of Europe. The Metternich system depended upon political and religious censorship, espionage, and the suppression of revolutionary and nationalist movements. This system holds part of the blame for the revolutions of 1848.;x
#;x
EVENTHIST366306;Joseph II was a controversial ruler. He began his reign with liberal reforms like the Edict of Toleration, which gave Lutherans, Calvinists, and Orthodox near equality with Roman Catholics. He also abolished serfdom and (temporarily) eased up on official censorship. However, Joseph was also an extreme centralist. In March 1787 Joseph swept away the constitution of the Empire and announced that from then on it would be ruled according to absolutist principles. Resistance simmered in the Netherlands until 1789 when it boiled over into open revolt and for a time it appeared as if revolution might erupt in many parts of the monarchy.;x
#;x
EVENTHIST366307;The Habsburg ruler reserved two places for Hungarians in the Hofrat which he was organizing as his central advisory council for his dominions as a whole - it was they themselves who failed to take up the offer.;x
#;x
EVENTHIST366321;After the end of the reign of Louis XIV in France and the following wars of the Spanish succession, the age of enlightenment slowly began to spread all over Europe by the words of writers and philosophers of the time such as Locke, Rosseau, Diderot, Hume, Leibniz and Montesquieu. The New Ideals was religious freedom, education and freedom of speech and political opinion. The monumental work that captured the essence of the enlightenment was Diderot's Encyclopédie, taking 25 years for it's completion and in the end totaling a collection of no less then 35 volumes of 1000 pages each describing everything from how to knit a sock to methods of improving the manufacturing of artillery pieces. Of the monarchs of Europe none was a stronger believer of these ideas than the Holy Roman Emperor, Friedrich VIII also know as Frederick the Great.;x
#;x
EVENTHIST366322;Emperor Frederick VII William endowed the Holy Roman Empire with its military and bureaucratic character. He was fanatically addicted to work and a firm autocrat. Frederick William reorganized the administrative system, raised the army to XXXX men (equivalent to 4 percent of the population) and geared the whole organization of the state to the military machine. The Empire thus became a militaristic and absolutist state.;x
#;x
EVENTNAME366800;Albrecht's decision;x
EVENTHIST366800;Duke Frederick of Saxony, Grandmaster of the Teutonic Order died in December 1510. Albrecht von Hohenzollern was chosen as his successor early in 1511 in the hope that his relationship to his maternal uncle, Sigismund I the Old, King of Poland, would facilitate a settlement of the disputes over eastern Prussia, wich had been held by the Order under Polish suzerainty since the Second Peace of Torun in 1466. The new Grand Master, aware of his duties to the empire and to the papacy, refused to submit to the crown of Poland and instead swore allegiance to the Holy Roman Empire. As war over the Order's existence appeared inevitable, Albert made strenuous efforts to secure allies and carried on protracted negotiations with the Emperor.;x
ACTIONNAME366800A;Swear allegiance to the Holy Roman Empire;x
ACTIONNAME366800B;Honor the Treaty of Torun and become a Polish vassal;x
#;x
ACTIONNAME366801A;Accept his oath of allegiance and protect the Order;x
ACTIONNAME366801B;Reject him. The King of Poland is his legal suzerain;x
#;x
EVENTNAME366802;Consequence of Albrecht's decision;x
EVENTHIST366802;The Teutonic Order joins our alliance!;x
#;x
ACTIONNAME366803;The Emperor has accepted our offer;x
#;x
ACTIONNAME366804A;The Emperor has refused to help us!;x
#;x
EVENTNAME366805;The Reiterkrieg;x
EVENTHIST366805;After long preparations and having obtained the Emperor's support Albrech finaly felt strong enough to embark on his gamble. In December 1519 he provoked the Polish King by attacking and plundring the city of Braunsberg.;x
ACTIONNAME366805A;Now it is time to make our move;x
#;x
EVENTNAME366806;A broken Armistice;x
EVENTHIST366806;With both Poland and the Teutonic Order beeing exhausted they agreed on an armistice largely confirming the status quo. With it's army rebuild though the King of Poland decided to break the armistice and finish destroy the Order.;x
ACTIONNAME399806A;Bring an end to the conflict;x
#;x
EVENTNAME366807;The peace of Königsberg;x
EVENTHIST366807;With Poland decisively beaten by the Teutonic Order it was forced to sign the treaty of Königsberg between the Holy Roman Empire, the Teutonic Order and Poland. By the terms of this treaty Poland was forced to renounce all its claims on Silesia and Neumark as well as restoring Western Prussia to the Teutonic Order. Though the Order had won the war against Poland its economy was in ruins and its dependency on the Empire greater than ever.;x
ACTIONNAME366807A;A shame for King and country;x
#;x
ACTIONNAME366808A;Excellent let's use this oportunity to to further strengthen our influence in the east;x
#;x
ACTIONNAME366809A;Let us rebuild the Order now;x
ACTIONNAME366809B;Try to repay our debts;x
#;x
EVENTNAME366810;Bankruptcy of the Order;x
EVENTHIST366810;Resulting from the Reiterkrieg the Teutonic order had incured a huge amount of debt and even though Albrecht of Hohenzollern tried his best to improve the order's economic situation his dependency on the Emperor's support and the continuing hostility of Poland finaly led to a financial crisis in 1534. With the order unable to pay for it's administration or defence Albrecht von Brandenburg could only hope that the Empire would once again support him...;x
ACTIONNAME366810A;Woe is upon us (possibly End Game);x
#;x
EVENTHIST366811;Resulting from the Reiterkrieg the Teutonic order had incured a huge amount of debt and even though Albrecht of Hohenzollern tried his best to improve the order's economic situation his dependency on the Emperor's support and the continuing hostility of Poland finaly led to a financial crisis in 1534. With the order unable to pay for it's administration or defence Albrecht von Brandenburg again had to ask the Emperor for financial support. We may use this situation to nominate force Albrecht von Hohenzollern to retire and to nominate our own candidate establishing direct Imperial control over the Order in the process.;x
ACTIONNAME366811A;Nominate a new Grandmaster and establish direct Imperial control;x
ACTIONNAME366811B;The Emperor is generous;x
ACTIONNAME366811C;We don't care;x
#;x
EVENTNAME366812;Direct Imperial control of the Order;x
EVENTHIST366812;The Emperor has forced Albrecht von Brandenburg to retire and has established direct Imperial control over the Order.;x
ACTIONNAME366812A;We have no choice (End Game);x
#;x
ACTIONNAME366813A;The Emperor has nominated a new Grandmaster (End Game);x
#;x
EVENTHIST366815;The last Grandmaster of the Teutonic Order, Albrecht von Brandenburg, decided to secularize the Order and created Duchy of Prussia as a Polish vassal. The Brandenburg branch of Hohenzollerns became the rulers of the Duchy.;x
#;x
EVENTNAME366816;Imperial rule in the Baltics;x
EVENTHIST366816;The Order has folded to our demands and we are now in control of it's former provinces.;x
#;x
EVENTNAME366817;Baltic circle;x
EVENTHIST366817;After we have successfully overcome all resistance against the Imperial presence in the Baltic area we could try to take advantage of this situation and formaly integrating these provinces into the Empire as the Baltic circle.;x
ACTIONNAME366817A;Create the Balitc circle;x
#;x
EVENTNAME366818;German settlements in the East;x
EVENTHIST366818;With our control over the Baltic area and its formal integration into the Empire the region has experienced an influx of German settlers with commoners and nobles alike seeking their fortune in these new provinces.;x
ACTIONNAME366818A;Support the German settlements in the East;x
ACTIONNAME366818B;Try to maintain the status quo and to promote stability in the region;x
#;x
#;x
###############################
#### AGCEEP_Alt_Iberia.eue ####
###############################
#;x
EVENTNAME111999;Aragonese Civil War;x
EVENTHIST111999;After the death of Ferran II ''el Catolico'' (The Catholic), Aragon was split between supporters of Enric, son of Juana la Loca, second daughter of Ferran II, and Maria of Aragon, wife to Manuel I, King of Portugal. Manuel and Maria immediately sent their armies to invade Aragon which was disrupted by supporters of the rival claimants.;x
ACTIONNAME111999A;We must defend ourselves!;x
#;x
EVENTNAME140997;Portuguese Refusal;x
EVENTHIST140997;The Portuguese refuse to send aid.;x
#;x
EVENTNAME140998;Portuguese Intervention;x
EVENTHIST140998;With Portuguese aid came concessions. The Khmer were forced to become a protectorate of Portugal.;x
#;x
EVENTHIST140999;Hard-pressed by the Thai, King Sattha surrounded himself with a personal guard of Portuguese mercenaries and asked the Portuguese governor of the Philippines for aid in 1593.;x
ACTIONNAME140999A;Ask for Portuguese aid;x
#;x
EVENTNAME142998;Castilian total victory;x
EVENTHIST142998;After her complete victory over Alfonso, Isabel can claim the crown of Portugal. As heir to the Visigothic Kingdom, reborn in the mountains of Asturias after the Arab invasion, she thinks she is entitled to it. However, as the daughter of a Portuguese noblewoman and a firm believer in the diplomacy of royal marriages, she is prepared to be generous with Joao, the son of Alfonso and real ruler of Portugal in the last years of his father.;x
ACTIONNAME142998A;Gain a vassal;x
ACTIONNAME142998B;Gain a crown;x
#;x
EVENTNAME142999;Castilian Civil War;x
EVENTHIST142999;At the death of Enrique IV the impotent, Castile was split between supporters of Juana, daughter of the King's wife, Isabel of Portugal, and those of Isabel Trastamara, daughter of the second marriage of Juan II. Alfonso of Portugal saw a chance of becoming King of Castile and married his niece Juana, immediately sending his armies to invade Castile in support of Juana's side. Isabel answered by claiming the crown of Portugal. After all, as Queen of Castile she was the legitimate heir of the old Visigothic Kings, and thus of their Hispanic Kingdom. The union of Castile and Portugal had supporters in both Kingdoms, and if Isabel and Fernando were capable of gaining control of all of peninsular Portugal, Isabel could become Queen of Portugal also.;x
ACTIONNAME142999A;I have no interest in the crown of Portugal;x
ACTIONNAME142999B;It is our chance to gain Portugal;x
#;x
EVENTHIST191991;Manco Inca was killed by two Portuguese deserters who had decided to change sides again and return with the honor of having killed him. The fight still continued until the last of his successors, Tupac Amaru, lost his capital Vilcabamba (Manu) and was captured and executed in 1572. With his death the resistance became ineffective and the Inca Empire was completely absorbed by Portugal.;x
#;x
EVENTHIST191992;After recapturing Lima, the question was raised about what to do with the Portuguese foreigners who remained in Lima. Resentment of the Portuguese, and their atrocities against our people, makes simply killing them off a popular choice. But perhaps if we allow them to live, we can learn the secret of their advanced weaponry...;x
#;x
EVENTHIST191993;The new Emperor, Manco Inca, was in fact a prisoner in his own palace, humiliated by the Portuguese. As the atrocities against his people became known to Manco Inca, he began to develop a hatred for them. Hernando Pizarro eventually restored Manco Inca's freedom and dignity, but it was too late. Villac Umu counseled Manco Inca to send out secret orders to gather weapons and plant a lot of crops in preparation for war with the Portuguese. He made his move around Easter 1536. Having won the trust of Hernando, he was granted permission to attend a ceremony northwest of Cuzco, instead he and Villac Umu convened a war council in the mountains. Ultimately, however, hatred of the Incas among the natives was stronger than that of the Portuguese and many natives rallied to the Portuguese cause. But during this period, the Portuguese were very nearly driven into the sea...;x
ACTIONNAME191993B;The Portuguese And The Traitors Are Too Powerful;x
#;x
EVENTNAME260864;Portugal inherits Aragon's core on Corsica;x
EVENTHIST260864;Portugal inherited Aragon's claim on Corsica.;x
#;x
EVENTNAME260865;Portugal Tires of England's Interference;x
EVENTHIST260865;Years of England's privateering in the Caribbean pushed Portugal to the brink of war with England.;x
#;x
EVENTNAME260866;Fortification of the Caribbean;x
