#-----------------------------------------------------------------------------------------------;;x
#Countries;x
#-----------------------------------------------------------------------------------------------;x
#;x
ANN_DESC;The name 'Annam' was given to the region by the Chinese when they conquered it in 111 B.C. It meant 'Pacified South' - a name that was much resented by its inhabitants. The Annamese drove out the Chinese in 939 and renamed their country Dai Co Viet and later Dai Viet. It remained independent except for a brief period of Chinese occupation from 1407-1428. In 1558 Dai Viet found itself divided between two great families: the Trinh and the Nguyens. The Trinh ruled from Tonkin (present-day Hanoi) as far south as Porte d'Annam. The Europeans called this area Tonkin when they arrived in the 1600s. The Nguyens ruled from the city of Hue over territory that extended south from Porte d'Annam to Quy Nhon. In 1802 the two halves, Tonkin-Dai Viet and Annam-Dai Viet, were united by Nguyen-Anh and renamed Vietnam.;x
ARA;Hedjaz;x
ARA_DESC;Following the fall of the Caliphate of Baghdad in 1258, Hedjaz came under the control of the Mamluk dynasty in Egypt. In 1517 it came under Turkish suzerainty, although nominal rule remained in the hands of the Hashemite sharifs of Mecca until the religious upheavals at the beginning of the 19th century, when the holy cities were raided by the fundamentalist Wahhabis.;x
ARG;Aragon;x
ARG_DESC;The Crown of Aragon was created in 1137 when the Count of Barcelona, Ramon Berenguer, married Peronella of Aragon when she was only 2 years old. The two nations became united and began their drive to the south to expel the Moors from Spain, conquering Valencia and the Balearic Islands. In 1412 Martí l'Humà, the last Catalan King of the Barcelona dynasty died heirless and the nobles gathered to elect Ferran I d'Antequera, putting a Castillian King on the Aragonese throne for the first time in history in spite of strong Catalan opposition. John II of Aragon (1458–79), countered residual Catalan resistance by arranging for his heir, Ferdinand, to marry the heiress of Henry IV of Castile - Isabella. In 1479, upon John II's death, the Kingdoms of Aragon and Castile were finally united to form the Kingdom of Spain.;x
ARK;Arakan;x
ARK_DESC;Arakan, or Rakhine, extends along the Bay of Bengal and lies at the foot of the Arakan Yoma mountain range. The Arakanese were of Burmese heritage with Indian and Muslim influences. The region was geographically isolated and in the 15th century was the seat of a powerful Kingdom. Their capital was a strongly fortified city called Mrohaung. The Arakanese sold rice and slaves to the Dutch and the Portuguese, allying with the latter when the Mughal Empire threatened their freedom and the rich trade. The Arakanese ceased to be a power in 1666 when the Mughals defeated them in a decisive battle. In 1783 they were finally absorbed into Burma. Part of their cultural legacy was the construction of a colossal image of Buddha.;x
ASH;Ashanti;x
ASH_DESC;Sometime prior to the 13th century, Akani tribes migrated into the forests of present-day Ghana, establishing small states in the hilly country near modern Kumasi. By the late 17th century the states had been welded together by the Oyoko clan into the Ashanti confederation, with its capital at Kumasi and the Oyoko chieftain as King. After subduing various neighboring states the confederation eventually came into conflict with British settlers on the coast, although treaties of friendship were negotiated in 1817 and 1820.;x
AST;Astrakhan;x
AST_DESC;The Astrakhan Khanate was a splinter of the Golden Horde that existed as an independent state from 1459 to 1556, when it was conquered by Ivan the Terrible and incorporated into Russia. In 1608 it was conquered by the Kalmyks, migrating west from their homeland in Dzungaria. The Kalmyk Khanate lasted until 1771, when it was finally reclaimed by Russia.;x
ATH;Athens;x
ATH_DESC;Following the creation of the Latin Empire of Constantinople in 1204, the Athens region passed to Othon de la Roche - a French nobleman from Franche-Comté who was made megaskyr (great lord) of Athens and Thebes. His nephew and successor Guy I obtained the ducal title and the Duchy of Athens under Guy I and his successors enjoyed great prosperity while becoming thoroughly French in its institutions. In 1311 the duchy was captured by a band of Catalan adventuring soldiers who offered the ducal title to the house of Aragón. Members of the house of Aragón carried the title until its conquest in 1388 by the Florentine noble Nerio I Acciajuoli. Under the Acciajuoli family's rule numerous Florentine merchants established themselves in Athens. However, the fall of the Acropolis to the Ottoman Turks in 1458 marked the beginning of nearly four centuries of Ottoman rule and Athens once more declined. Venice, which had held Athens from 1394 to 1402, recovered it briefly from the Turks in 1466 and besieged it in 1687-88. During this siege the Parthenon was used by the Turks as a powder magazine was terribly damaged in the bombardment.;x
ATJ;Atjeh;x
ATJ_DESC;In the Northern region of Sumatra the Sultanate of Atjeh was founded near the end of the 15th century. A powerful Islamic state in the 16th and 17th centuries, it fought for control of the Malacca Straits against the Portuguese and the Dutch. The colonial Dutch finally annexed the Sultanate in 1874.;x
AYU;Ayutthaya;x
AYU_DESC;The city of Ayutthaya was founded by Phya U-Thong in 1350. After consolidating his power he proclaimed himself King Ramathibodi I. Over the next 80 years the Ayutthayans expanded their territory, and in 1431 they captured Angkor - capital of the Khmer empire. The Ayutthayan Kings adopted Khmer cultural influences and assumed the title devaraja, or god-King. The city of Ayutthaya became one of the wealthiest cities in the known world. By the 18th century the Ayutthayans had established trade with the Portuguese and diplomatic relations with several other western countries. In 1767 the Burmese captured Ayutthaya, although she regained her independence shortly thereafter.;x
AZT;Aztec Empire;x
AZT_DESC;The Aztecs arrived in the Valley of Mexico from the north toward the end of the 12th century, and until the founding of their capital Tenochtitlán around 1325, were a poor nomadic tribe adopting the culture of nearby states. For the next century they maintained a precarious political autonomy while paying tribute to neighboring tribes, but by alliance, treachery and conquest during the 15th and early 16th centuries they became a powerful political and cultural group. In the north they established hegemony over the Huastec, in the south over the Mixtec and Zapotec, even venturing as far as Guatemala. Their subjugation of the people of Tlaxcala in the mountains to the east was bloody but intermittent and the Tlaxcala people later became allies of the Spanish against the Aztecs. Only in the west where the Tarascan Indians severely defeated them did the Aztec completely fail to conquer.;x
BAD;Baden;x
BAD_DESC;The Baden region was a confusing jigsaw puzzle of petty margraviates and ecclesiastical states until it was united through the influence of Napoléon Bonaparte. The Breisgau belonged to the Habsburgs and the Mannheim-Heidelberg area to the Rhenish Palatinate. In 1771 the margraviates of Baden-Baden and Baden-Durlach were united as Baden under the same branch of the house of Zähringen. Charles Frederick of Baden rose to the rank of elector at the beginning of the 19th century, joined the Confederation of the Rhine in 1806 with the title of grand duke and by 1810 had acquired, with the aid of Napoléon, the entire state of Baden.;x
BAL;Baluchistan;x
BAL_DESC;Lying outside the monsoon zone and with few rivers usable for irrigation, Baluchistan is largely desert basins with inarable hills and mountains. Pastoral nomads who speak languages related to Persian constitute most of the sparse population. Some cotton is raised. On the coast there is trade in fish and salt. The Baluchi themselves did not arrive in the region until the 14th century, displaced, like so many other peoples, by the movements and conquests of the Mongol Hordes.;x
BAN;Timbuktu;x
BAN_DESC;In 1433, Timbuktu declared its independence from Mali. The town had been founded by Berbers around 1096 but became any important town only in the 14th century when it became a center of trans-Saharan trade for the Mali Empire. Taken over by Songhai, during the reign of Sunni Ali Ber, the city would regain its autonomy following its conquest by Morocco. At first the pashas, appointed by the sultan of Morocco, went along with the desires of the sultan but by middle to the late years of the 17th century, the pashas declared complete independence from Morocco. Eventually the city would fall prey to raiders, specifically the Bambara, Tuareg, and Fulani.;x
BAS;Basrah;x
BAS_DESC;No description available.;x
BAY;Bavaria;x
BAY_DESC;Bavaria is a small duchy founded by the Baiuoarii in the 6th century. Later it became a part of the Holy Roman Empire under Charlemagne. From the 9th to the 12th centuries the Bavarian dukes were at the center of the rebellions of the great German princes against the imperial authority. In 1180 the Holy Roman emperor Frederick I Barbarossa gave Bavaria to the count palatine Otto of Wittelsbach. This marked the start of the Wittelsbach dynasty, which was to rule Bavaria until 1918 when it was seized by communists and made into a short-lived Soviet(!) Republic. For centuries, Bavaria was one of the richest and most powerful of the German states, probably the most influential, next to Austria and Prussia.;x
BEI;Brunei;x
BEI_DESC;A native Sultanate was established in Brunei in the 15th century. At one time the sultan controlled nearly all of Borneo, but by the 19th century his power had declined and Brunei had become little but a haven for pirates.;x
BEN;Benin;x
BEN_DESC;Benin served as the capital of a Kingdom that was probably founded in the 13th century, and flourished from the 14th through the 17th century. The Kingdom was ruled by the Oba and a sophisticated bureaucracy. From the late 15th century, Benin traded slaves as well as ivory, pepper and cloth to the Europeans. In the early 16th century the Oba sent an ambassador to Lisbon and the King of Portugal dispatched missionaries to Benin. The Kingdom soon entered a long period of decline, but was revitalized in the 19th century by the development of the trade of palm products with the Europeans.;x
BGL;Bengal;x
BGL_DESC;Up until the 12th century, Bengal was ruled by the Buddhist Pala dynasty, based in neighbouring the Bihar province. After about 1200 it came under the control of a succession of Muslim dynasties as an independent Sultanate, but was finally conquered by the Mughal Empire in 1576. When Mughal power declined in the 18th century, a separate dynasty emerged once again in Bengal. Its rulers, known as the nawabs of Bengal, soon came into conflict with the British, who had established themselves at Calcutta in western Bengal in 1690 and who took possession of the nawabs' realm in 1757–64.;x
BIJ;Bijapur;x
BIJ_DESC;No description available.;x
BIM;Bima;x
BIM_DESC;Unlike many other princely states in Indonesia, Dutch rule and supervision over Bima remained relatively light handed throughout the colonial period. Conflict between the sultanate and the colonial authorities never materialised, no sultan deposed or exiled, and little or no interference with the line of succession of local customs. Even the Japanese occupation seems to have endured without incident. Perhaps an indication of how the Bimanese had learned to bend with the wind in order to protect their customs and rights since the days of the Makassarese empire.;x
BJR;Banjar;x
BJR_DESC;Banjar was originally part of the powerful Majapahit Empire, but gained self-rule after the empire fell apart in the late 15th century. The Kingdom converted to Islam in the 17th century, and became a power in Borneo, controlling most of the southern region of the island. Its acceptance of the Dutch, however, would prove to be its downfall, as the Dutch formally integrated Banjar into the Dutch East Indies in the late 19th century.;x
BLI;Bali;x
BLI_DESC;Hindu Java began to spread its influence into Bali during the reign of King Airlangga from 1019 to 1042. At this time the courtly Javanese language known as Kawi came into use amongst the royalty of Bali, and the rock-cut memorials seen at Gunung Kawi near Tampaksiring are a clear architectural link between Bali and 11th century Java. After Airlangga's death Bali retained its semi-independent state until Kertanegara became King of the Singasari dynasty in Java two centuries later. Artists, dancers, musicians and actors fled to Bali and the island experienced an explosion of cultural activities. The final great exodus to Bali took place in 1478. In 1710 the capital of the Gelgel Kingdom was shifted to nearby Klungkung but local discontent was growing, lesser rulers were breaking away from Gelgel rule and the Dutch began to move in using the old policy of divide and conquer.;x
BLK;Balkh;x
BLK_DESC;In the mid 11th century the Qarakhanid Empire split into two: one ruling over Western Turkestan or Transoxiana, the other over the Uyghur Region. Transoxiana came under the sway of the Seljuk turks and then in 1194 under the rule of the Turkic Khwarezims. Genghis Khan's Mongols in the 13th centur, and ultimately the Timurid Empire came to control it. Timur the Lame started his campaigns from the city of Transoxiana, and so Transoxiana became part of the Timurid Empire until its break up into its independent parts.;x
BMD;Bahmanid Empire;x
BMD_DESC;Ruling over the region of the Deccan, the Bahmanis rose to power in 1347, revolting against the central authority imposed by the Tughlaqs of Delhi. The Bahmani Empire was founded by Alauddin Bahman Shah with the support of Deccani and foreign nobles. The political rivalries between the two founding groups would eventually lead to the empire's demise in the latter portion of the 15th century.;x
BOH;Bohemia;x
BOH_DESC;The legendary founders of Bohemia, or Cechy, were Premysl and the princess Libuse of the Czechs, who was told to marry a man she would see building a threshold (Praha) in the middle of the forest. Bohemia became a part of the Holy Roman Empire in 950 but kept internal freedom and still enjoyed the status of Kingdom inside the Empire. The Golden Age of Bohemia came with the reign of the Emperor Charles IV (1346-78) who made Praha his residence. Bohemia saw the first serious attempt of religious reformation with the Hussite wars in 1434. The Habsburgs acquired the throne of Bohemia in 1526, beginning the process of assimilation that would end with the Thirty Years War and the full annexation of Bohemia to the lands of Austria.;x
BOS;Bosnia;x
BOS_DESC;In the early 11th century the Eastern Roman Empire lost its grip on Bosnia, which became a vasal state of Hungary. During the 12th century the rulers of Bosnia started acting independently, which caused subsequent Hungarian raids of the country. The next century saw Bosnia gaining independence from Hungary and enter a period of great territorial expansion. However, In 1419 Bosnia had once more entered a period of decline. Hungarians to the north and the west of the country wanted to regain territories that they had lost during the reign of Bosnian King Tvrtko I, while the Ottoman Empire was rapidly expanding to the east and south of the country. Between 1448 and 1463 Bosnia was swallowed up piecemeal by the Muslim behemoth.;x
BOU;Bourbonnais;x
BOU_DESC;The counts (later dukes) of Bourbon held Bourbonnais as an appanage until 1527, when François Ier of France confiscated it upon the death of the traitor constable Charles of Bourbon.;x
BRA;Brandenburg;x
BRA_DESC;In the 10th century the German Kings organized the North March - a small area on the Elbe which was bestowed on Albert the Bear in 1134. Albert expanded his territory and in 1150 he inherited the principality of Brandenburg from its last Wendish prince. The March of Brandenburg, as Albert's land was called, was thoroughly colonized by Germans and became Christianized. Albert's descendants, the Ascanians, ruled Brandenburg until 1320. They were eventually succeeded by the Hohenzollerns, under whose rule Brandenburg remained a rather powerful, if unremarkable, margraviate and electorate until its union with Ducal Prussia in 1618. Frederick III had himself crowned King Frederick I of Prussia in 1701, an advent that marked the rise of a new Great Power.;x
BRE;Bremen;x
BRE_DESC;Bremen is Germany's oldest port city. It was made an archbishopric in 845 which, under Archbishop Adalbert (1043–72), included all of Scandinavia, Iceland and Greenland. The archbishops held temporal sway over a large area between the Weser and Elbe rivers but the city of Bremen itself remained virtually independent as its importance grew. In 1358 it became one of the leading members of the Hanseatic League. It accepted the Reformation in 1522 and in 1646 it was made a free imperial city. It stubbornly fought to preserve this status even after the archbishopric had been given to Sweden in the Peace of Westphalia, and was later ceded (1719) by Sweden to the elector of Hanover (George I of England).;x
BRG;Berg;x
BRG_DESC;The Berg dynasty, named after its castle Berge an der Dhün, emerged in the second part of the 11th century, acquiring vast holdings between the Sieg and Lippe rivers. Originally closely related to the Archbishopric of Cologne, with five Archbishops coming from the Berg family, the Counts of Berg were among the primary princes in Low Rhine area in the late Middle Ages, despite several hereditary divisions and two counts dying without a male heir, causing their holdings to pass first to the Counts of Limburg in 1225 and to a sidebranch of Jülich in 1348. Berg rose to further prominence by being raised to a Duchy in 1380 and inheriting Jülich 1423, however it failed to secure the successions to Guelders and Bar, both of which it claimed and attempted to get in the 15th century. A hereditary union with Kleve in 1496 led to the unification of Kleve, Mark, Jülich, Berg and Ravensberg, creating a hegemonial power in the area and even endangering the Habsburgs' position in the Netherlands when Guelders and Zutphen were about to join the Unified Duchies in 1538, which was only prevented by a determined campaign of Emperor Charles V and the lack of support. The united Duchies were dissolved again in 1609, after Duke Johann Wilhelm's death without a son, and Jülich-Berg passed to the Palatinate-Neuburg dynasty. The new Wittelsbach Dukes managed to form a big territorial complex, with Berg's old residence Düsseldorf its capital, by inheriting the Rhine Palatinate in 1685. The reign of Johann Wilhelm II, or Jan Wellem, is kindly remembered as an age of prosperity for Berg and especially the city of Düsseldorf. When in 1716 Jan Wellem's successor moved his residence to Mannheim, Berg again became a sidecountry. For a last time Berg acquired independence as the Grand Duchy granted to Joachim Murad, one of Napoléon's generals. The Congress of Vienna made Berg and Jülich part of the Prussian Rhine province.;x
BRI;Brittany;x
BRI_DESC;Brittany was an important and semi-autonomous duchy that had been a bone of contention between the English and French crowns ever since is was conquered by Henry I in 1113 and made a part of the 'Angevin Empire'. During the Hundred Years War, the dukes of Montfort tried to secure Brittany's neutrality between France and England. The unsuccessful rebellion of Duke Francis II against the French crown finally led to the absorption of Brittany into France after the accession of his daughter Anne of Brittany in 1488. King François Ier formally incorporated the duchy in 1532.;x
BRM;Burma;x
BRM_DESC;Ava was a Burmese Shan Kingdom that succeeded an earlier Kingdom based on the city of Pagan. The city of Ava was founded in 1364. The location allowed the Shans to control the rice supply from the Kyaukse irrigated area to the south, which became vital after the traditional rice-growing area in southern Myanmar had been lost to a Mon Kingdom. The Kingdom of Ava flourished until it was destroyed by a rival group of Shans in 1527. In 1634 the city became the capital of the Taungu dynasty which had united the Ava and Taungu Kingdoms in 1531.;x
BRZ;Brazil;x
BRZ_DESC;Whether or not Brazil was known to Portuguese navigators in the 15th century is still an unsolved mystery, but the coast was visited by the Spanish mariner Vicente Yáñez Pinzón before the Portuguese under Pedro Alvares Cabral formally claimed the land in 1500, which came within the Portuguese sphere as defined in the Treaty of Tordesillas. The area was heavily colonized during the following centuries, and at the time of its independence in 1822, Brazil was a huge nation rich in raw materials.;x
BTH;Buryat Horde;x
BTH_DESC;The Buryat Horde occupied the region around Lake Baikal, where Genghis Khan originally came from and formed the local tribes together into his army of conquest. With the threat of the Manchu Empire from the East the Buryat Horde appealed to Russia for aid in the 17th century and became a part of the Russian Empire.;x
BTN;Banten;x
BTN_DESC;Banten was the maritime capital of the only Muslim state to remain independent of the Javanese power, Mataram, but today this capital is little more than a fishing village. Towards the end of the 16th century Banten was 'discovered' by Europeans and in 1596 the Dutch made their first appearance in Banten. Then by 1600 the English had established the East India Trading post and two years later the Dutch formed the VOC, a counterpart company. Banten became the centre of fierce Anglo-saxon competition which chased the Dutch away and they then seized Jakarta instead, making Batavia their capital.;x
BUK;Bukhara;x
BUK_DESC;No description available.;x
BUL;Bulgaria;x
BUL_DESC;The history of the Bulgarians begins in the 7th Century, when a group of tribes of Turk-Altaic origin established a Kingdom in the old Roman province of Thracia. At its height the Bulgarian Kingdom rivaled the Byzantine Empire, but it fell into decline in the 10th Century and was eventually conquered by the Byzantines in 1018. Although the Bulgars successfully revolted in 1185 and established a new Kingdom, they never quite managed to regain their former power. Weakened by Tartar incursions and internal strife, the last independent Bulgarian Kingdom fell to the Ottomans in 1396. Although there were numerous uprisings over the next centuries Bulgaria did not regain her independence until 1878.;x
BUR;Burgundy;x
BUR_DESC;John II of France gave the duchy of Burgundy to his son Philip the Bold in 1361. The line of Valois-Bourgogne thrived and greatly expanded Burgundy, gaining Franche-Comté and Flanders under Philip and his son John the Fearless, who was assassinated in 1419. Burgundy played a major role in the Hundred Years War, siding with England until the Peace of Arras in 1435. By the time of Charles the Bold's death in 1477 Burgundy had expanded by marriage and conquest to include most of the Netherlands and north-eastern France. Killed on the field of battle at Nancy, most of Charles' lands came under the control of Maximillian I of Habsburg, save Picardie and the Duchy of Burgundy itself, which were French fiefs and thus reverted to the French crown.;x
BUT;Butung;x
BUT_DESC;The island Kingdom of Butung was founded by migrants from Johore who established a Hindu state in the late 14th century. While often dominated by greater powers, it survived and even thrived well into the 20th century.;x
BYZ;Byzantine Empire;x
BYZ_DESC;Constantinople was founded in 330 at the site of the ancient city of Byzantium as the new capital of the Roman Empire by Constantine I, after whom it was named. The largest and most splendid European city of the Middle Ages, Constantinople shared the glories and vicissitudes of the Byzantine Empire, which in the end was reduced to the city and its immediate environs. Although besieged innumerable times by various armies it was taken only three times - in 1204 by the army of the Fourth Crusade, in 1261 by Michael VIII, and in 1453 by the Ottoman Sultan Muhammad II. Constantinople had a great wealth of artistic and literary treasures before it was sacked in 1204 and 1453. Virtually depopulated when it fell to the Ottoman Turks, the city recovered rapidly. The Ottoman sultans whose court was called the 'Sublime Porte' cherished the great city and embellished it with many beautiful mosques, palaces, monuments, fountains, baths, aqueducts and other public buildings.;x
CAM;Cambodia;x
CAM_DESC;In 1419 Cambodia was a part of the mighty but waning Khmer Empire that lasted until 1431 when the capital city of Angkor was sacked by an invading Thai army. Much of her history up until that point had seen the country wedged between the empires of Ayutthaya and Dai Viet, forcing her to side with one country against the other for survival. From 1432 to 1859 Cambodia entered a dark age from which few historical records have survived. Prior to that, under the Khmer rulers, Cambodia enjoyed an unparalleled period of prosperity that saw the construction of the great temples of Angkor Wat and Bayon and fantastic sculptures like the Aspara.;x
CAN;Candar;x
CAN_DESC;Candar was established in the closing years of the 13th century by Yaman Candar - a chieftain of the Turkic tribes who had settled the northwestern Black Sea coasts of Asia Minor. Vassalized but never annexed by the Ottomans before the arrival of Timur in Anatolia, Candar regained much of its lost territory when pretenders to the Ottoman throne engaged in a civil war that lasted for eleven years. However, despite the best military and diplomatic efforts of Isfendiyar Beg, Ottoman forces finally conquered the Candar state in 1462.;x
CAS;Castile;x
CAS_DESC;The Castilian Kingdom started its existence as a rebellious duchy of the older Christian Kingdom of León in the 9th century. However, the dynastic marriages and the need for a united front against the Moors soon united the two Kingdoms again and in the 13th century that union was made permanent. The Reconquista against the Moors culminated with the battle of the Navas de Tolosa (1212) that crushed the Almohade Empire soon after the biggest cities of Al-Andalus (Cordoba Seville) were conquered, leaving the little vassal Kingdom of Granada as the last vestige of Muslim presence in Iberia. The practical end of the fight against the Moors meant that there was a big and rebellious aristocracy with too much time on their hands, and Castile was plagued by chronic instability during the 14th and 15th centuries. Castile's internal strife continued unabated until a civil war erupted between the partisans of princess Juana (supported by the Portuguese) and the those of her sister Isabella (married to Fernando de Aragón and backed by the Aragonese), at the death of King Enrique IV. The victory of the latter faction resulted in the union of the Castilian and Aragonese Kingdoms as the new Kingdom of Spain.;x
CAT;Catalonia;x
CAT_DESC;The 'Marca Hispanica' had been part of the Carolingian Empire as a protection against the Moors of Spain since 800. The grateful Carolingian Emperor relieved the Count of Barcelona from his vassalage in 988, and thus Catalonia was born. Catalonia merged with the Kingdom of Aragon in 1137, creating the political entity that would become a superpower in the Mediterranean during the 14th century. In 1412 the last Catalan King died heirless and the electors of the non-Catalan lands voted to elect a Castillian King against the Catalan candidate. Catalonia lost its primacy inside the Crown of Aragon as the new Castillian dynasty drifted the Kingdom more and more towards a merging with Castile.;x
CHA;Champa;x
CHA_DESC;Champa was the Kingdom of the Chams, which flourished in southern Vietnam from the 2nd century to the 17th. At its greatest extent it occupied Annam as far north as central Vietnam. Its culture was strongly affected by Hindu influences. Champa repeatedly waged war on its stronger neighbor Dai Viet, and it was sometimes allied and sometimes opposed to the Khmer Empire. In the 12th century the Chams invaded Cambodia and sacked Angkor. Subsequently they fell for a time under Khmer rule. Decisively defeated by the forces of Dai Viet in 1472, the Chams were forced to yield most of their territory North of Da Nang. In the 17th century, the rest of the Cham Kingdom fell to Dai Viet, and the remnants of their people were scattered.;x
CHG;Chagatai Khanate;x
CHG_DESC;Following Genghis Khan's death in 1227, his vast empire was divided between his two sons Ogodei and Chagatai. Ogodei became Great Khan after his father's death and thus controlled most of the Mongol Empire. Chagatai however, was also given a small area of Central Asia to control while maintaining allegiance to Ogodei as Great Khan. The region under Chagatai's control was populated mostly by Turkish nomads, many of whom had already converted to Islam. The great Central Asian cities of Bukhara and Samarkand, both of which were influential centers of Islamic scholarship, also fell within Chagatai's sphere. During the 1330s and '40s the Khanate split into a western and an eastern half. The former quickly adopted Islam and eventually passed under the control of Timur in the late 14th century. The eastern half survived for centuries more, but as weak shadow of its former greatness, puppet to surrounding, more vital tribes.;x
CHI;China;x
CHI_DESC;Even before the blood had dried on the rebellion of Zhu Yuanzhang, the Han Chinese of the Ming Dynasty began to make the might of the Middle Kingdom known to the rest of East Asia. In 1398 Korea become a puppet to the Chinese government and soon afterwards Dai Viet fell to Ming troops. Zheng He made his glorious voyages, discovering faraway lands in Africa and Arabia. Emperor Cheng Zu, a usurper, came to the throne early in the 15th century. A cruel but able administrator, Cheng Zu established an absolute rule over the Empire, and by 1419 the Ming had reached a new age of might and glory.;x
CHM;Chimú;x
CHM_DESC;A people heavily influenced by the Tiahuanaco culture, the Chimu rose to power in modern-day Peru around 1200. They were urban dwellers that built magnificent cities, had a powerful military and a complex social system. They remained a great power in the region until they were finally absorbed by the Inca Empire in 1460.;x
CLC;Calicut;x
CLC_DESC;The State of Calicut, ruled by an ambitious dynasty known as the Samoothiris (Samorins to Europeans) came to control the bulk of India's Malabar coastline during a series of expansionist wars in the fourteenth and early fifteenth centuries. Europe would gain its first holdings in India by expoliting Calicut's envious vassal states, but the efforts of the Samoothiri to thwart European aims would be a major stumbling block for the earliest colonizers of India.;x
CMP;Champassak;x
CMP_DESC;Souligna Vongsa contributed to the fall of Lan Xang by refusing to stay the execution of his only son. Upon the King's death in 1694, there was a struggle for succession that destroyed the unity of the Kingdom. Three Lao states emerged from competition for the throne. Souligna Vongsa's nephew controlled from Vientiane a considerable area on both sides of the middle Mekong, under the suzerainty of Annam, which had helped him get the throne. A separate Kingdom was established at Luang Prabang in 1707 by Souligna Vongsa's grandsons. This area remained independent of the Vietnamese. A third Kingdom, Champassak, which controlled the southernmost provinces on both sides of the Mekong, was established in 1713 by another prince. This Kingdom was increasingly influenced by Siam. Its existence continued through to the middle of the 20th century when it became part of Laos.;x
COC;Cochin;x
COC_DESC;A Small Principality dominated by neighboring Calicut, Cochin gained historical importance by using Portuguese aid in breaking free of Calicut's dominance, thereby providing Europe's first toehold in India.;x
COL;Colombia;x
